473743,105947,49950,30972,96223,142812,40535,68234,
818522,106043,24860,79563,47108,153229,133941,64352,
202659,8800,25701,75114,27530,199500,107632,32271,
1092670,1153959,352901,38376,220852,371657,207496,33917,
559111,28947,21706,9803,11353,42287,59732,15082,
1764444,531354,162314,37272,142425,80080,77446,58924,
571599,316424,36165,127823,62902,110474,47647,31197,
1086725,162275,52219,86886,56842,89343,19705,26701,
1635453,1189858,513491,757881,523551,543849,307556,262340,
1987135,263803,492584,190180,74732,146261,39172,51258,
797409,369138,72397,77559,99633,71383,118862,73233,
603160,19108,11209,31328,12482,81860,75005,33291,
1997403,1839562,812658,389889,317799,688987,294424,243584,
1583899,214480,35294,39412,74172,111845,134167,65269,
507122,55402,16080,11635,31559,18963,58679,8888,
1607869,405540,420598,436448,335063,1228575,1086233,227453,
113344,202161,109085,50610,27942,235952,148590,94387,
329997,81408,7155,71241,72051,142692,96819,49149,
1954369,194253,7778,81795,141011,278553,68931,60438,
113129,94541,29640,25743,21457,56532,35467,52408,
912107,294376,30653,61887,47064,194661,107570,70249,
992904,172800,108651,30891,95962,83875,24251,29104,
408274,61373,23237,17677,58963,238036,164161,55193,
88457,18583,2159,2227,7893,6044,1900,1118,
659522,98878,3164,18662,13082,130792,56770,11579,
66211,106609,13609,2112,19716,28621,56902,14387,
111754,68143,13703,7696,7526,116275,53156,9682,
322616,94128,43682,75459,135699,371727,586181,60275,
124128,82081,8661,8348,15494,95425,25088,7823,
969140,328026,100845,134915,74076,240086,162807,55861,
837360,181822,108999,45600,83296,161919,114133,71021,
965571,1279241,450093,288463,170362,1525531,157500,208086,
333429,113598,24502,31067,2316,130888,83398,16379,
1086977,126216,22195,59275,93811,166252,211250,116364,
458559,318623,122611,18032,75879,227175,212789,86249,
789153,143903,38522,157743,89974,192642,173668,157551,
636820,115090,31725,21114,11387,39184,52132,15522,
1133737,592901,32121,84440,188791,163261,187863,175463,
2373252,286658,87951,50438,54760,256769,170171,86555,
2898795,248034,237916,99574,67379,74688,86716,91988,
843276,89538,16715,61097,109106,312075,92105,62610,
1622317,90895,19860,208283,68299,320628,338722,92775,
256640,27243,26545,20897,16603,115716,43943,12771,
796854,68881,5301,37921,14848,30418,45810,29332,
1272523,617322,4395,13938,59539,440319,171217,178243,
821490,353317,82406,51347,74311,258569,240250,187201,
601442,248632,341725,525777,157788,849695,560343,572812,
1167146,74098,48958,7505,27948,7393,13131,4826,
244663,95166,190357,38719,69014,553514,258944,69647,
778155,101146,25103,188188,69565,334885,226218,120112,
